,experiment,function,job,duration,iteration
119,gpu-autoscale,createsim_runtime,createsim,8184.168386459351,2
120,gpu-autoscale,createsims_create_cg_patch,createsim,0.012994527816772461,0
121,gpu-autoscale,createsims_create_cg_patch,createsim,0.01306915283203125,1
122,gpu-autoscale,createsims_create_cg_patch,createsim,0.013446569442749023,2
123,gpu-autoscale,createsims_generate_velocities,createsim,527.1842038631439,0
124,gpu-autoscale,createsims_generate_velocities,createsim,537.7683212757111,1
125,gpu-autoscale,createsims_generate_velocities,createsim,523.8262219429016,2
126,gpu-autoscale,createsims_gromacs_energy_minimization,createsim,12.101435899734497,0
127,gpu-autoscale,createsims_gromacs_energy_minimization,createsim,12.170069932937622,1
128,gpu-autoscale,createsims_gromacs_energy_minimization,createsim,43.90256953239441,2
129,gpu-autoscale,createsims_gromacs_make_ndx,createsim,5.1611247062683105,0
130,gpu-autoscale,createsims_gromacs_make_ndx,createsim,5.094498872756958,1
131,gpu-autoscale,createsims_gromacs_make_ndx,createsim,5.080397129058838,2
132,gpu-autoscale,createsims_mdrun_lipids_water,createsim,29.47432541847229,0
133,gpu-autoscale,createsims_mdrun_lipids_water,createsim,30.026926040649414,1
134,gpu-autoscale,createsims_mdrun_lipids_water,createsim,88.48937559127808,2
135,gpu-autoscale,createsims_prime_cg_sim,createsim,15.955244064331055,0
136,gpu-autoscale,createsims_prime_cg_sim,createsim,16.062866926193237,1
137,gpu-autoscale,createsims_prime_cg_sim,createsim,15.919528722763062,2
138,gpu-autoscale,createsims_pull_molecules,createsim,4650.518990516663,0
139,gpu-autoscale,createsims_pull_molecules,createsim,4708.677445888519,1
140,gpu-autoscale,createsims_pull_molecules,createsim,4693.664831876755,2
141,gpu-autoscale,createsims_relax_protein,createsim,384.43593740463257,0
142,gpu-autoscale,createsims_relax_protein,createsim,390.9938917160034,1
143,gpu-autoscale,createsims_relax_protein,createsim,388.57900404930115,2
144,gpu-autoscale,createsims_setup_cg_sim,createsim,7982.487803220749,0
145,gpu-autoscale,createsims_setup_cg_sim,createsim,8096.567138195038,1
146,gpu-autoscale,createsims_setup_cg_sim,createsim,8168.050206661224,2
147,gpu-autoscale,createsims_short_equilibration,createsim,2341.165004491806,0
148,gpu-autoscale,createsims_short_equilibration,createsim,2379.7061088085175,1
149,gpu-autoscale,createsims_short_equilibration,createsim,2373.5707354545593,2
150,gpu-autoscale,createsims_trjconv_lipids_water,createsim,2.8748159408569336,0
151,gpu-autoscale,createsims_trjconv_lipids_water,createsim,2.8349735736846924,1
152,gpu-autoscale,createsims_trjconv_lipids_water,createsim,10.260637760162354,2
153,gpu-static,cganalysis_load_mdanalysis,cganalysis,7.705796241760254,0
154,gpu-static,cganalysis_load_mdanalysis,cganalysis,7.651312589645386,1
155,gpu-static,cganalysis_load_mdanalysis,cganalysis,7.60126256942749,2
156,gpu-static,cganalysis_main_analysis,cganalysis,17779.147725343704,0
157,gpu-static,cganalysis_main_analysis,cganalysis,17780.25085759163,1
158,gpu-static,cganalysis_main_analysis,cganalysis,17778.53132033348,2
159,gpu-static,cganalysis_run,cganalysis,17837.793915510178,0
160,gpu-static,cganalysis_run,cganalysis,17838.86901950836,1
161,gpu-static,cganalysis_run,cganalysis,17837.071301221848,2
162,gpu-static,cganalysis_run_simulation,cganalysis,50.10496520996094,0
163,gpu-static,cganalysis_run_simulation,cganalysis,50.12174415588379,1
164,gpu-static,cganalysis_run_simulation,cganalysis,50.10878086090088,2
165,gpu-static,cganalysis_simrun,cganalysis,50.103610038757324,0
166,gpu-static,cganalysis_simrun,cganalysis,50.12032914161682,1
